Timestamp,Bid,Ask,High,Low
1603173361930,9.33733,9.3412,9.36868,9.28995
1603173361969,9.33733,9.3412,9.36868,9.28995
1603173363350,9.33733,9.3412,9.36868,9.28995
1603173363521,9.33733,9.3412,9.36868,9.28995
1603173364357,9.33722,9.3408,9.36868,9.28995
1603173668688,9.33855,9.3411,9.36868,9.28995
1603173668773,9.33855,9.3411,9.36868,9.28995
1603173669704,9.33855,9.3411,9.36868,9.28995
1603173669792,9.33855,9.3411,9.36868,9.28995
1603173670716,9.33867,9.34137,9.36868,9.28995
1603173670807,9.33867,9.34137,9.36868,9.28995
1603173671741,9.33867,9.34137,9.36868,9.28995
1603173671808,9.33867,9.34137,9.36868,9.28995
1603174238482,9.3406,9.34408,9.36868,9.28995
1603174238512,9.3406,9.34408,9.36868,9.28995
1603174239485,9.3406,9.34408,9.36868,9.28995
1603188295530,9.28192,9.28455,9.36868,9.27868
1603188295917,9.28192,9.28455,9.36868,9.27868
1603188296531,9.28192,9.28455,9.36868,9.27868
1603188296918,9.28192,9.28455,9.36868,9.27868
1603190045088,9.27897,9.2815,9.36868,9.26731
1603190045246,9.27897,9.2815,9.36868,9.26731
1603190046098,9.27897,9.2815,9.36868,9.26731
1603190046248,9.27897,9.2815,9.36868,9.26731
1603190944495,9.26952,9.27216,9.36868,9.26731
1603190944760,9.26952,9.27216,9.36868,9.26731
1603191363017,9.27831,9.28089,9.36868,9.26731
1603191363390,9.27831,9.28089,9.36868,9.26731
1603191697880,9.27349,9.27599,9.36868,9.26731
1603191698128,9.27349,9.27599,9.36868,9.26731
1603191885619,9.27113,9.2739,9.36868,9.26731
1603191885649,9.27113,9.2739,9.36868,9.26731
1603191934222,9.27076,9.27314,9.36868,9.26731
1603191934515,9.27076,9.27314,9.36868,9.26731
1603191978749,9.26912,9.27156,9.36868,9.26731
1603191979877,9.26912,9.27156,9.36868,9.26731
1603191984638,9.26986,9.27219,9.36868,9.26731
1603191987419,9.26986,9.27219,9.36868,9.26731
1603191990218,9.27001,9.27233,9.36868,9.26731
1603191995648,9.27021,9.27248,9.36868,9.26731
1603191996057,9.26989,9.27216,9.36868,9.26731
1603192004392,9.26971,9.27211,9.36868,9.26731
1603192004556,9.26971,9.27211,9.36868,9.26731
1603192011675,9.26988,9.27212,9.36868,9.26731
1603192012083,9.26988,9.27212,9.36868,9.26731
1603192018958,9.26974,9.27206,9.36868,9.26731
1603192021659,9.26974,9.27206,9.36868,9.26731
1603192024437,9.27032,9.27266,9.36868,9.26731
1603192035113,9.27018,9.27264,9.36868,9.26731
1603192037065,9.27018,9.27264,9.36868,9.26731
1603192038490,9.27047,9.27279,9.36868,9.26731
1603192041344,9.27047,9.27279,9.36868,9.26731
1603192046114,9.27047,9.27279,9.36868,9.26731
1603192047157,9.27048,9.27279,9.36868,9.26731
1603192051273,9.2706,9.27299,9.36868,9.26731
1603192051410,9.2706,9.27299,9.36868,9.26731
1603192059554,9.27084,9.27319,9.36868,9.26731
1603192060204,9.27084,9.27319,9.36868,9.26731
1603192078407,9.27067,9.2731,9.36868,9.26731
1603192079695,9.27067,9.2731,9.36868,9.26731
1603192081519,9.27067,9.2731,9.36868,9.26731
1603192114367,9.26887,9.27067,9.36868,9.26731
1603192115405,9.26887,9.27067,9.36868,9.26731
1603192126807,9.26887,9.27067,9.36868,9.26731
1603192128108,9.26887,9.27067,9.36868,9.26731
1603192129237,9.26887,9.27067,9.36868,9.26731
1603192131727,9.26887,9.27067,9.36868,9.26731
1603192133605,9.26887,9.27067,9.36868,9.26731
1603192134306,9.26887,9.27067,9.36868,9.26731
1603192138129,9.26887,9.27067,9.36868,9.26731
1603192139032,9.26887,9.27067,9.36868,9.26731
1603192143875,9.26887,9.27067,9.36868,9.26731
1603192144984,9.26887,9.27067,9.36868,9.26731
1603192147721,9.26887,9.27068,9.36868,9.26731
1603192148699,9.26887,9.27068,9.36868,9.26731
1603192150030,9.26887,9.27068,9.36868,9.26731
1603192153571,9.26887,9.27068,9.36868,9.26731
1603192154414,9.26887,9.27068,9.36868,9.26731
1603192155931,9.26887,9.27068,9.36868,9.26731
1603192158528,9.26887,9.27068,9.36868,9.26731
1603192158546,9.26887,9.27068,9.36868,9.26731
1603192759878,9.27346,9.27594,9.36868,9.26731
1603192760014,9.27346,9.27594,9.36868,9.26731
1603192935053,9.27276,9.27546,9.36868,9.26731
1603192935297,9.27276,9.27546,9.36868,9.26731
1603193142425,9.27171,9.27423,9.36868,9.26731
1603193142499,9.27171,9.27423,9.36868,9.26731
1603193143427,9.27171,9.27423,9.36868,9.26731
1603193143519,9.27171,9.27423,9.36868,9.26731
1603193149923,9.27142,9.27383,9.36868,9.26731
1603193150020,9.27142,9.27383,9.36868,9.26731
1603193150925,9.27142,9.27383,9.36868,9.26731
1603193151022,9.27142,9.27383,9.36868,9.26731
1603193196994,9.27134,9.27385,9.36868,9.26731
1603193196999,9.27134,9.27385,9.36868,9.26731
1603193197998,9.27134,9.27385,9.36868,9.26731
1603193198013,9.27134,9.27385,9.36868,9.26731
1603193199000,9.27134,9.27385,9.36868,9.26731
1603193199014,9.27134,9.27385,9.36868,9.26731
1603193200001,9.27134,9.27385,9.36868,9.26731
1603193200016,9.27134,9.27385,9.36868,9.26731
1603193237936,9.27258,9.27524,9.36868,9.26731
1603193237980,9.27258,9.27524,9.36868,9.26731
1603193238945,9.2725,9.27524,9.36868,9.26731
1603193238990,9.2725,9.27524,9.36868,9.26731
1603193239953,9.2725,9.27524,9.36868,9.26731
1603193239997,9.2725,9.27524,9.36868,9.26731
1603193240959,9.2725,9.27524,9.36868,9.26731
1603193241016,9.2725,9.27524,9.36868,9.26731
1603193242006,9.2725,9.27524,9.36868,9.26731
1603193242024,9.2725,9.27524,9.36868,9.26731
1603193243007,9.2725,9.27524,9.36868,9.26731
1603193243030,9.2725,9.27524,9.36868,9.26731
1603193269913,9.27233,9.27514,9.36868,9.26731
1603193270278,9.27233,9.27514,9.36868,9.26731
1603193347374,9.2723,9.27512,9.36868,9.26731
1603193347377,9.2723,9.27512,9.36868,9.26731
1603193399858,9.27141,9.27371,9.36868,9.26731
1603193400324,9.27141,9.27371,9.36868,9.26731
1603193970050,9.27992,9.28275,9.36868,9.26731
1603193970109,9.27992,9.28275,9.36868,9.26731
1603194183497,9.28613,9.28861,9.36868,9.26731
1603194184029,9.28613,9.28861,9.36868,9.26731
1603194427555,9.29144,9.29401,9.36868,9.26731
1603194427994,9.29144,9.29401,9.36868,9.26731
1603194708756,9.2838,9.28667,9.36868,9.26731
1603194717781,9.2838,9.28667,9.36868,9.26731
1603195731285,9.28164,9.28395,9.36868,9.26731
1603195732370,9.28164,9.28395,9.36868,9.26731
1603195733805,9.28164,9.28395,9.36868,9.26731
1603195734935,9.28164,9.28395,9.36868,9.26731
