Timestamp,Bid,Ask,High,Low
1603173361586,0.90971,0.90985,0.91114,0.90921
1603173361684,0.90971,0.90985,0.91114,0.90921
1603173362644,0.90971,0.90985,0.91114,0.90921
1603173362815,0.90971,0.90985,0.91114,0.90921
1603173363659,0.9097,0.90985,0.91114,0.9092100000000002
1603173363819,0.9097,0.90985,0.91114,0.9092100000000002
1603173668111,0.90962,0.90977,0.91114,0.90921
1603173668188,0.90962,0.90977,0.91114,0.90921
1603173669129,0.90962,0.90977,0.91114,0.90921
1603173669197,0.90962,0.90977,0.91114,0.90921
1603173670153,0.90962,0.90977,0.91114,0.90921
1603173670204,0.90962,0.90977,0.91114,0.90921
1603173671161,0.90962,0.90977,0.91114,0.90921
1603173671210,0.90962,0.90977,0.91114,0.90921
1603173825632,0.90968,0.90982,0.91114,0.90921
1603173825719,0.90968,0.90982,0.91114,0.90921
1603173864758,0.90979,0.90993,0.91114,0.90921
1603173864763,0.90979,0.90993,0.91114,0.90921
1603174237764,0.9098,0.90994,0.91114,0.90921
1603174237868,0.9098,0.90994,0.91114,0.90921
1603174238765,0.9098,0.90994,0.91114,0.90921
1603174238882,0.9098,0.90994,0.91114,0.90921
1603174319686,0.90988,0.91002,0.91114,0.90921
1603174319796,0.90988,0.91002,0.91114,0.90921
1603174320687,0.90988,0.91002,0.91114,0.90921
1603174320798,0.90988,0.91002,0.91114,0.90921
1603188294528,0.90776,0.90788,0.91114,0.90766
1603188294734,0.90776,0.90788,0.91114,0.90766
1603188295532,0.90776,0.90788,0.91114,0.90766
1603188295783,0.90776,0.90788,0.91114,0.90766
1603188296534,0.90776,0.90788,0.91114,0.90766
1603188296798,0.90776,0.90788,0.91114,0.90766
1603190044429,0.90748,0.90761,0.91114,0.90696
1603190044510,0.90748,0.90761,0.91114,0.90696
1603190045447,0.90748,0.90761,0.91114,0.90696
1603190045553,0.90748,0.90761,0.91114,0.90696
1603190046449,0.90748,0.90761,0.91114,0.90696
1603190046564,0.90748,0.90761,0.91114,0.90696
1603190932469,0.90744,0.90759,0.91114,0.90696
1603190939756,0.90744,0.90759,0.91114,0.90696
1603191363726,0.90767,0.90778,0.91114,0.90696
1603191363985,0.90767,0.90778,0.91114,0.90696
1603191696803,0.90744,0.90759,0.91114,0.90696
1603191697350,0.90744,0.90759,0.91114,0.90696
1603191883794,0.90741,0.90753,0.91114,0.90696
1603191884019,0.90741,0.90753,0.91114,0.90696
1603191933944,0.90751,0.90763,0.91114,0.90696
1603191933970,0.90751,0.90763,0.91114,0.90696
1603191975892,0.9075,0.90762,0.91114,0.90696
1603191978260,0.9075000000000002,0.90762,0.91114,0.90696
1603191981399,0.90753,0.90767,0.91114,0.90696
1603191983728,0.90751,0.90764,0.91114,0.90696
1603191987411,0.90751,0.90764,0.91114,0.90696
1603191989094,0.90751,0.90764,0.91114,0.90696
1603191995525,0.90754,0.90767,0.91114,0.90696
