Timestamp,Bid,Ask,High,Low
1603173362881,24.453,24.503,24.585,24.298
1603173362924,24.453,24.503,24.585,24.298
1603173363919,24.453,24.503,24.585,24.298
1603173363927,24.453,24.503,24.585,24.298
1603173669341,24.463,24.515,24.585,24.298
1603173669503,24.463,24.515,24.585,24.298
1603173670352,24.463,24.515,24.585,24.298
1603173670510,24.463,24.515,24.585,24.298
1603173671360,24.463,24.515,24.585,24.298
1603173671516,24.463,24.515,24.585,24.298
1603188295976,24.618,24.662,24.721,24.298
1603188296292,24.618,24.662,24.721,24.298
1603188296988,24.618,24.662,24.721,24.298
1603190046193,24.602,24.648,24.721,24.298
1603190046195,24.602,24.648,24.721,24.298
1603190935367,24.597,24.643,24.721,24.298
1603190935718,24.597,24.643,24.721,24.298
1603191363478,24.598,24.644,24.721,24.298
1603191363506,24.598,24.644,24.721,24.298
1603191697323,24.6,24.646,24.721,24.298
1603191697336,24.6,24.646,24.721,24.298
1603191885663,24.603,24.649,24.721,24.298
1603191885663,24.603,24.649,24.721,24.298
1603191934410,24.593,24.639,24.721,24.298
1603191934661,24.593,24.639,24.721,24.298
1603191979324,24.581,24.628,24.721,24.298
1603191979466,24.581,24.628,24.721,24.298
1603191987301,24.579,24.624,24.721,24.298
1603191987346,24.579,24.624,24.721,24.298
1603191994837,24.579,24.623,24.721,24.298
1603191995136,24.579,24.623,24.721,24.298
1603192004096,24.578,24.625,24.721,24.298
1603192004291,24.578,24.625,24.721,24.298
1603192011935,24.576,24.622,24.721,24.298
1603192011941,24.576,24.622,24.721,24.298
1603192020888,24.577,24.624,24.721,24.298
1603192021674,24.577,24.624,24.721,24.298
1603192035458,24.579,24.625,24.721,24.298
1603192036908,24.579,24.625,24.721,24.298
1603192038750,24.579,24.624,24.721,24.298
1603192043709,24.577,24.62,24.721,24.298
1603192044392,24.579,24.624,24.721,24.298
1603192049552,24.573,24.618,24.721,24.298
1603192050207,24.573,24.618,24.721,24.298
1603192052984,24.575,24.62,24.721,24.298
1603192057751,24.571,24.617,24.721,24.298
1603192060144,24.571,24.617,24.721,24.298
1603192060696,24.573,24.619,24.721,24.298
1603192070064,24.574,24.62,24.721,24.298
1603192070453,24.574,24.62,24.721,24.298
1603192072451,24.574,24.62,24.721,24.298
1603192072740,24.574,24.62,24.721,24.298
1603192075218,24.574,24.62,24.721,24.298
1603192075818,24.574,24.62,24.721,24.298
1603192078023,24.574,24.62,24.721,24.298
1603192078252,24.574,24.62,24.721,24.298
1603192080751,24.574,24.62,24.721,24.298
1603192080770,24.574,24.62,24.721,24.298
1603192116957,24.569,24.614,24.721,24.298
1603192116958,24.569,24.614,24.721,24.298
1603192120006,24.569,24.614,24.721,24.298
1603192120603,24.569,24.614,24.721,24.298
1603192122497,24.569,24.614,24.721,24.298
1603192123069,24.569,24.614,24.721,24.298
1603192125169,24.569,24.614,24.721,24.298
1603192125732,24.569,24.614,24.721,24.298
1603192128391,24.569,24.614,24.721,24.298
1603192128492,24.569,24.614,24.721,24.298
1603192132523,24.569,24.614,24.721,24.298
1603192132610,24.569,24.614,24.721,24.298
1603192135096,24.569,24.614,24.721,24.298
1603192135163,24.569,24.614,24.721,24.298
1603192138142,24.569,24.614,24.721,24.298
1603192138916,24.569,24.614,24.721,24.298
1603192142661,24.569,24.614,24.721,24.298
1603192142985,24.569,24.614,24.721,24.298
1603192145083,24.569,24.614,24.721,24.298
1603192145540,24.569,24.614,24.721,24.298
1603192148753,24.569,24.614,24.721,24.298
1603192148898,24.569,24.614,24.721,24.298
1603192154853,24.569,24.614,24.721,24.298
1603192155075,24.569,24.614,24.721,24.298
1603192158527,24.569,24.614,24.721,24.298
1603192158554,24.569,24.614,24.721,24.298
1603192935710,24.552,24.597,24.721,24.298
1603193238442,24.55,24.595,24.721,24.298
1603193238521,24.55,24.595,24.721,24.298
1603193239446,24.55,24.595,24.721,24.298
1603193239524,24.55,24.595,24.721,24.298
1603193240458,24.55,24.595,24.721,24.298
1603193240531,24.55,24.595,24.721,24.298
1603193241471,24.55,24.595,24.721,24.298
1603193241540,24.55,24.595,24.721,24.298
1603193242482,24.55,24.595,24.721,24.298
1603193242546,24.55,24.595,24.721,24.298
1603193270828,24.553,24.599,24.721,24.298
1603193271240,24.553,24.599,24.721,24.298
1603193970999,24.519,24.565,24.721,24.298
1603193971237,24.519,24.565,24.721,24.298
1603194174896,24.51,24.554,24.721,24.298
1603194175630,24.51,24.554,24.721,24.298
1603195500759,24.484,24.53,24.721,24.298
1603195500809,24.484,24.53,24.721,24.298
1603195503700,24.484,24.53,24.721,24.298
1603195503783,24.484,24.53,24.721,24.298
1603195731253,24.515,24.56,24.721,24.298
1603195811123,24.508,24.552,24.721,24.298
1603195811137,24.508,24.552,24.721,24.298
1603195813944,24.509,24.555,24.721,24.298
1603195813975,24.509,24.555,24.721,24.298
1603196250616,24.511,24.556,24.721,24.298
1603196250955,24.511,24.556,24.721,24.298
1603196253482,24.511,24.556,24.721,24.298
1603196253565,24.511,24.556,24.721,24.298
1603196255865,24.511,24.556,24.721,24.298
1603196255982,24.511,24.556,24.721,24.298
